categoria,trecho,q_inicio,q_fim,q_inicio_analise,fps,id_j,@f,@Vd,@Van,sexo,dosagem,unidade,id_video
Immobility,3,180,201,112,30.0,5f8f5506d3d64947e0da2313,192,-1.6346674988741494,-0.413803,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Immobility,45,5350,5541,112,30.0,5f8f5506d3d64947e0da2313,5476,-2.612430967599213,-0.661316,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Immobility,49,5659,5788,112,30.0,5f8f5506d3d64947e0da2313,5765,-38.5886182458857,-9.7684,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Immobility,58,6711,6868,112,30.0,5f8f5506d3d64947e0da2313,6780,6.713109638068754,1.69937,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Swimming,6,238,270,112,30.0,5f8f5506d3d64947e0da2313,242,30.183177821143865,7.640630000000001,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Swimming,18,3152,3168,112,30.0,5f8f5506d3d64947e0da2313,3161,-13.276105901035779,-3.3607400000000003,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Swimming,26,3445,3470,112,30.0,5f8f5506d3d64947e0da2313,3463,1.688202668857795,0.42735500000000004,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Swimming,42,5281,5296,112,30.0,5f8f5506d3d64947e0da2313,5284,-6.386020494426052,-1.61657,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Swimming,50,5788,5807,112,30.0,5f8f5506d3d64947e0da2313,5806,10.739703407573614,2.71867,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Climbing,7,270,2875,112,30.0,5f8f5506d3d64947e0da2313,429,5.478150603218746,1.38675,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Climbing,7,270,2875,112,30.0,5f8f5506d3d64947e0da2313,2815,10.612067535217387,2.6863599999999996,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Climbing,28,3511,4260,112,30.0,5f8f5506d3d64947e0da2313,3544,-0.20836447527474697,-0.05274580000000001,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Climbing,28,3511,4260,112,30.0,5f8f5506d3d64947e0da2313,4221,146.48497681143388,37.0815,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Climbing,51,5807,6558,112,30.0,5f8f5506d3d64947e0da2313,5947,-7.900703952722186,-2.0,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Headshaking,55,6658,6660,112,30.0,5f8f5506d3d64947e0da2313,6658,2.485877491684509,0.6292800000000001,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Headshaking,55,6658,6660,112,30.0,5f8f5506d3d64947e0da2313,6659,0.01739008145625775,0.00440216,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Diving,15,3111,3128,112,30.0,5f8f5506d3d64947e0da2313,3113,18.356693081353548,4.64685,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Diving,15,3111,3128,112,30.0,5f8f5506d3d64947e0da2313,3119,-4.191086425800538,-1.06094,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Diving,15,3111,3128,112,30.0,5f8f5506d3d64947e0da2313,3121,0.6605502050232676,0.167213,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Diving,15,3111,3128,112,30.0,5f8f5506d3d64947e0da2313,3122,15.35126529773803,3.88605,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Diving,15,3111,3128,112,30.0,5f8f5506d3d64947e0da2313,3127,-2.0210158725142406,-0.511604,femea,flx5mg,A7,5f8f5506d3d64947e0da2315
Immobility,7,221,256,107,30.0,5f8f5504d3d64947e0da22f3,234,1.2047454500660142,0.31785,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Immobility,25,860,946,107,30.0,5f8f5504d3d64947e0da22f3,882,3.1714843429206754,0.8367379999999999,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Immobility,92,4522,4559,107,30.0,5f8f5504d3d64947e0da22f3,4550,14.762670642265586,3.89486,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Immobility,155,6657,6685,107,30.0,5f8f5504d3d64947e0da22f3,6668,-3.672038357791268,-0.9688,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Immobility,155,6657,6685,107,30.0,5f8f5504d3d64947e0da22f3,6669,-0.4258283375131871,-0.112347,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Swimming,106,4980,4988,107,30.0,5f8f5504d3d64947e0da22f3,4982,6.539017934415253,1.7252,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Swimming,108,5007,5028,107,30.0,5f8f5504d3d64947e0da22f3,5015,17.223368435681838,4.54407,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Swimming,110,5053,5065,107,30.0,5f8f5504d3d64947e0da22f3,5054,4.0090335377987225,1.05771,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Swimming,118,5360,5380,107,30.0,5f8f5504d3d64947e0da22f3,5361,-0.35893341082382074,-0.094698,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Swimming,175,7430,7455,107,30.0,5f8f5504d3d64947e0da22f3,7433,-22.788356211978602,-6.01229,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Climbing,40,1544,1641,107,30.0,5f8f5504d3d64947e0da22f3,1601,0.1593580502719537,0.042043699999999996,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Climbing,71,3509,3563,107,30.0,5f8f5504d3d64947e0da22f3,3528,7.150733738052673,1.8865900000000002,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Climbing,75,3672,3754,107,30.0,5f8f5504d3d64947e0da22f3,3718,-88.0288567836815,-23.2248,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Climbing,77,3899,3974,107,30.0,5f8f5504d3d64947e0da22f3,3917,-2.8123045628841625,-0.741975,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Climbing,79,4017,4153,107,30.0,5f8f5504d3d64947e0da22f3,4081,7.302876202629203,1.9267299999999998,femea,flx5mg,A3,5f8f5504d3d64947e0da22f5
Immobility,46,1845,1862,115,30.0,5f8f5505d3d64947e0da2303,1858,35.179219163715246,9.31371,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Immobility,108,3907,3966,115,30.0,5f8f5505d3d64947e0da2303,3911,2.329806320671928,0.6168170000000001,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Immobility,118,4450,4501,115,30.0,5f8f5505d3d64947e0da2303,4480,-0.6356819191917921,-0.168297,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Immobility,124,4766,4791,115,30.0,5f8f5505d3d64947e0da2303,4774,-6.223372712152708,-1.6476400000000002,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Immobility,142,5525,5601,115,30.0,5f8f5505d3d64947e0da2303,5568,0.467206210631148,0.12369300000000001,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Swimming,24,919,928,115,30.0,5f8f5505d3d64947e0da2303,925,-6.323995814925006,-1.67428,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Swimming,56,2294,2301,115,30.0,5f8f5505d3d64947e0da2303,2296,-26.560117645429465,-7.0318,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Swimming,105,3721,3727,115,30.0,5f8f5505d3d64947e0da2303,3722,0.28174695404853123,0.07459260000000001,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Swimming,129,4856,4864,115,30.0,5f8f5505d3d64947e0da2303,4859,-0.7967695350714068,-0.210945,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Swimming,165,6741,6752,115,30.0,5f8f5505d3d64947e0da2303,6745,8.521953387531147,2.25619,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Climbing,78,2834,2877,115,30.0,5f8f5505d3d64947e0da2303,2865,-0.9160894981561244,-0.242535,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Climbing,80,2886,2911,115,30.0,5f8f5505d3d64947e0da2303,2889,-2.2718838251384006,-0.601482,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Climbing,82,2922,2965,115,30.0,5f8f5505d3d64947e0da2303,2925,-1.440391009894857,-0.381344,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Climbing,82,2922,2965,115,30.0,5f8f5505d3d64947e0da2303,2935,0.13280474308499451,0.0351601,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Climbing,103,3603,3707,115,30.0,5f8f5505d3d64947e0da2303,3617,-4.106132696087257,-1.0871,femea,flx5mg,A5,5f8f5505d3d64947e0da2305
Immobility,6,263,303,111,30.0,5f8f5503d3d64947e0da22e3,299,-255.8255840595397,-64.7602,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Immobility,37,1363,1427,111,30.0,5f8f5503d3d64947e0da22e3,1418,29.741409959627404,7.5288,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Immobility,70,3135,3182,111,30.0,5f8f5503d3d64947e0da22e3,3162,-1.2476870689178403,-0.315842,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Immobility,84,3613,3708,111,30.0,5f8f5503d3d64947e0da22e3,3628,-5.785250965861057,-1.46449,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Immobility,101,4085,4150,111,30.0,5f8f5503d3d64947e0da22e3,4094,-0.01875386146905689,-0.00474739,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Swimming,5,247,263,111,30.0,5f8f5503d3d64947e0da22e3,249,17.234990637665817,4.3629,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Swimming,13,515,534,111,30.0,5f8f5503d3d64947e0da22e3,518,-26.97549201633866,-6.82863,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Swimming,38,1427,1440,111,30.0,5f8f5503d3d64947e0da22e3,1439,-33.287443411207946,-8.42645,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Swimming,61,2857,2871,111,30.0,5f8f5503d3d64947e0da22e3,2866,-0.2711284575455673,-0.068634,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Swimming,79,3499,3508,111,30.0,5f8f5503d3d64947e0da22e3,3499,2.5022596013304783,0.6334270000000001,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Climbing,32,1035,1286,111,30.0,5f8f5503d3d64947e0da22e3,1082,49.39836139400022,12.5048,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Climbing,32,1035,1286,111,30.0,5f8f5503d3d64947e0da22e3,1107,-10.199255753687652,-2.58186,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Climbing,41,1471,1533,111,30.0,5f8f5503d3d64947e0da22e3,1481,50.68499103270101,12.8305,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Climbing,49,2230,2268,111,30.0,5f8f5503d3d64947e0da22e3,2236,-5.185943067527316,-1.3127799999999998,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Climbing,102,4150,4156,111,30.0,5f8f5503d3d64947e0da22e3,4153,-7.103680937971571,-1.79824,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Headshaking,85,3708,3711,111,30.0,5f8f5503d3d64947e0da22e3,3709,15.31737127778085,3.8774699999999998,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Headshaking,98,4023,4025,111,30.0,5f8f5503d3d64947e0da22e3,4024,120.67930252585506,30.549,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Headshaking,175,6891,6895,111,30.0,5f8f5503d3d64947e0da22e3,6892,-7.900703952722186,-2.0,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Headshaking,193,7870,7878,111,30.0,5f8f5503d3d64947e0da22e3,7873,7.292586769481161,1.8460599999999998,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Headshaking,193,7870,7878,111,30.0,5f8f5503d3d64947e0da22e3,7874,0.7655861137227327,0.193802,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Diving,46,2007,2167,111,30.0,5f8f5503d3d64947e0da22e3,2008,-13.242290888118134,-3.35218,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Diving,46,2007,2167,111,30.0,5f8f5503d3d64947e0da22e3,2030,54.86604356448159,13.8889,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Diving,46,2007,2167,111,30.0,5f8f5503d3d64947e0da22e3,2157,8.965916363147958,2.26965,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Diving,46,2007,2167,111,30.0,5f8f5503d3d64947e0da22e3,2158,3.286890361931248,0.83205,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Diving,46,2007,2167,111,30.0,5f8f5503d3d64947e0da22e3,2159,6.573780723862496,1.6641,femea,flx5mg,A1,5f8f5503d3d64947e0da22e5
Immobility,9,459,520,121,30.0,5f8f5507d3d64947e0da231b,495,-0.2777841821341455,-0.0644188,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Immobility,27,1597,1650,121,30.0,5f8f5507d3d64947e0da231b,1612,-18.16782064863513,-4.21316,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Immobility,35,1848,1899,121,30.0,5f8f5507d3d64947e0da231b,1876,-21.419663737751673,-4.96727,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Immobility,54,3125,3220,121,30.0,5f8f5507d3d64947e0da231b,3202,-4.359982003918317,-1.01109,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Immobility,84,5774,5987,121,30.0,5f8f5507d3d64947e0da231b,5941,-4.91706997342272,-1.14028,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Swimming,0,164,186,121,30.0,5f8f5507d3d64947e0da231b,172,-5.4300014230128495,-1.2592299999999998,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Swimming,4,312,332,121,30.0,5f8f5507d3d64947e0da231b,320,-0.6737405258248085,-0.15624200000000002,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Swimming,55,3220,3312,121,30.0,5f8f5507d3d64947e0da231b,3270,0.10019433468399773,0.023235299999999997,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Swimming,55,3220,3312,121,30.0,5f8f5507d3d64947e0da231b,3287,-3.2273112100352592,-0.748421,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Swimming,94,6815,6865,121,30.0,5f8f5507d3d64947e0da231b,6829,-7.482977747816252,-1.73532,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Climbing,8,419,459,121,30.0,5f8f5507d3d64947e0da231b,422,22.423232768967395,5.2,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Climbing,22,1117,1170,121,30.0,5f8f5507d3d64947e0da231b,1159,72.6931021248888,16.8577,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Climbing,24,1202,1234,121,30.0,5f8f5507d3d64947e0da231b,1206,0.5169891922892826,0.11989100000000001,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Climbing,26,1287,1597,121,30.0,5f8f5507d3d64947e0da231b,1315,25.036617426589068,5.80605,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Climbing,26,1287,1597,121,30.0,5f8f5507d3d64947e0da231b,1429,10.943788117698974,2.53789,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Headshaking,32,1762,1765,121,30.0,5f8f5507d3d64947e0da231b,1763,17.58865441917359,4.07885,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Headshaking,49,2719,2721,121,30.0,5f8f5507d3d64947e0da231b,2719,-9.512668407821106,-2.20601,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Headshaking,49,2719,2721,121,30.0,5f8f5507d3d64947e0da231b,2720,-7.544081057111686,-1.7494900000000002,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Headshaking,51,2800,2802,121,30.0,5f8f5507d3d64947e0da231b,2800,13.623364433590574,3.15929,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Headshaking,51,2800,2802,121,30.0,5f8f5507d3d64947e0da231b,2801,-0.7700871200088544,-0.178585,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Diving,19,1005,1060,121,30.0,5f8f5507d3d64947e0da231b,1052,-47.17287593771516,-10.9395,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Diving,19,1005,1060,121,30.0,5f8f5507d3d64947e0da231b,1053,0.785343542612048,0.182123,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Diving,19,1005,1060,121,30.0,5f8f5507d3d64947e0da231b,1054,26.059548056868767,6.04327,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Diving,19,1005,1060,121,30.0,5f8f5507d3d64947e0da231b,1057,-1.4445607130588018,-0.334997,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Diving,19,1005,1060,121,30.0,5f8f5507d3d64947e0da231b,1059,6.098300002731035,1.41421,femea,flx5mg,A8,5f8f5507d3d64947e0da231d
Immobility,58,2818,2859,112,30.0,5f8f5510d3d64947e0da23ab,2830,5.041536624759277,1.27667,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Immobility,73,3312,3367,112,30.0,5f8f5510d3d64947e0da23ab,3348,-59.16866199546921,-14.9833,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Immobility,142,6199,6242,112,30.0,5f8f5510d3d64947e0da23ab,6212,3.9454041182533417,0.9990959999999999,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Immobility,168,6876,6961,112,30.0,5f8f5510d3d64947e0da23ab,6952,9.152655487560072,2.31773,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Immobility,168,6876,6961,112,30.0,5f8f5510d3d64947e0da23ab,6960,4.77332231130815,1.20875,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Swimming,28,1520,1543,112,30.0,5f8f5510d3d64947e0da23ab,1539,11.50979806263336,2.91463,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Swimming,96,3969,3985,112,30.0,5f8f5510d3d64947e0da23ab,3974,11.777735947905136,2.98248,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Swimming,127,5596,5608,112,30.0,5f8f5510d3d64947e0da23ab,5605,11.131525844060281,2.8188400000000002,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Swimming,139,5982,6006,112,30.0,5f8f5510d3d64947e0da23ab,5987,8.128449593321495,2.05837,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Swimming,143,6242,6260,112,30.0,5f8f5510d3d64947e0da23ab,6245,-5.735884721551262,-1.4525,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Climbing,20,1051,1250,112,30.0,5f8f5510d3d64947e0da23ab,1058,14.339869762837784,3.6312900000000004,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Climbing,20,1051,1250,112,30.0,5f8f5510d3d64947e0da23ab,1114,-224.44072655856132,-56.8352,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Climbing,103,4207,4228,112,30.0,5f8f5510d3d64947e0da23ab,4211,-8.616187370917912,-2.18188,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Climbing,111,4585,4676,112,30.0,5f8f5510d3d64947e0da23ab,4639,20.067185210829138,5.08162,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Climbing,113,4690,4840,112,30.0,5f8f5510d3d64947e0da23ab,4764,-5.333997638513552,-1.35073,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Headshaking,144,6260,6264,112,30.0,5f8f5510d3d64947e0da23ab,6261,-0.7453727897263492,-0.188751,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Headshaking,144,6260,6264,112,30.0,5f8f5510d3d64947e0da23ab,6262,-1.4359219735392417,-0.363619,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Headshaking,146,6291,6293,112,30.0,5f8f5510d3d64947e0da23ab,6292,14.03781274228601,3.5548,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Headshaking,153,6498,6500,112,30.0,5f8f5510d3d64947e0da23ab,6498,-42.190838117076545,-10.684000000000001,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Headshaking,161,6719,6722,112,30.0,5f8f5510d3d64947e0da23ab,6720,-14.868084523839295,-3.76505,femea,flx2.5mg,A6,5f8f5510d3d64947e0da23ad
Immobility,13,437,468,121,30.0,5f8f550fd3d64947e0da239b,455,-0.1901359545126724,-0.050705900000000005,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Immobility,151,4924,4960,121,30.0,5f8f550fd3d64947e0da239b,4926,6.439496679570077,1.7173,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Immobility,178,5815,5842,121,30.0,5f8f550fd3d64947e0da239b,5831,35.587584229426525,9.49058,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Immobility,192,6192,6295,121,30.0,5f8f550fd3d64947e0da239b,6240,1.881598206105392,0.501789,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Immobility,224,7449,7561,121,30.0,5f8f550fd3d64947e0da239b,7541,-2.756609299203672,-0.735139,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Swimming,66,2417,2439,121,30.0,5f8f550fd3d64947e0da239b,2429,2.503176688369558,0.667553,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Swimming,117,4028,4046,121,30.0,5f8f550fd3d64947e0da239b,4044,39.85003381051364,10.6273,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Swimming,126,4443,4462,121,30.0,5f8f550fd3d64947e0da239b,4457,-182.94350206925338,-48.7878,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Swimming,136,4645,4664,121,30.0,5f8f550fd3d64947e0da239b,4645,-1.5713826812674756,-0.41906000000000004,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Swimming,181,5877,5889,121,30.0,5f8f550fd3d64947e0da239b,5877,-2.419597848626393,-0.6452640000000001,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Climbing,31,868,912,121,30.0,5f8f550fd3d64947e0da239b,910,1.884245550573904,0.502495,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Climbing,34,946,1079,121,30.0,5f8f550fd3d64947e0da239b,1017,11.97357155267128,3.19314,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Climbing,42,1338,1467,121,30.0,5f8f550fd3d64947e0da239b,1431,-10.555254878775873,-2.8149,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Climbing,103,3300,3388,121,30.0,5f8f550fd3d64947e0da239b,3332,46.166537715909186,12.3118,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Climbing,215,6966,7081,121,30.0,5f8f550fd3d64947e0da239b,6977,6.457983093493258,1.72223,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Headshaking,113,4002,4006,121,30.0,5f8f550fd3d64947e0da239b,4004,28.663653510356266,7.644089999999999,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Headshaking,115,4010,4020,121,30.0,5f8f550fd3d64947e0da239b,4014,-22.344524759170397,-5.95889,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Headshaking,115,4010,4020,121,30.0,5f8f550fd3d64947e0da239b,4018,-0.6426897419776588,-0.17139400000000002,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Headshaking,150,4922,4924,121,30.0,5f8f550fd3d64947e0da239b,4923,-1.9729728378457767,-0.526157,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Headshaking,195,6361,6363,121,30.0,5f8f550fd3d64947e0da239b,6362,-71.6144176529629,-19.0983,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Diving,172,5540,5654,121,30.0,5f8f550fd3d64947e0da239b,5545,-42.894479949302976,-11.4392,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Diving,172,5540,5654,121,30.0,5f8f550fd3d64947e0da239b,5620,14.746083667584527,3.93252,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Diving,172,5540,5654,121,30.0,5f8f550fd3d64947e0da239b,5630,-4.638102511477452,-1.2369,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Diving,172,5540,5654,121,30.0,5f8f550fd3d64947e0da239b,5641,8.336097754256938,2.22309,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Diving,172,5540,5654,121,30.0,5f8f550fd3d64947e0da239b,5644,1.4486598912313902,0.386332,femea,flx2.5mg,A4,5f8f550fd3d64947e0da239d
Immobility,22,974,1165,116,30.0,5f8f5511d3d64947e0da23bb,1089,24.825446130546123,6.64415,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Immobility,84,4003,4191,116,30.0,5f8f5511d3d64947e0da23bb,4155,2.2160283172085333,0.593086,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Immobility,88,4330,4430,116,30.0,5f8f5511d3d64947e0da23bb,4378,-0.6099732969321364,-0.16325,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Immobility,92,4570,5425,116,30.0,5f8f5511d3d64947e0da23bb,4647,-6.546274523479768,-1.7520099999999998,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Immobility,98,6291,7538,116,30.0,5f8f5511d3d64947e0da23bb,6914,4.228077080198879,1.13158,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Swimming,11,372,387,116,30.0,5f8f5511d3d64947e0da23bb,372,3.933533772406165,1.05275,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Swimming,87,4295,4330,116,30.0,5f8f5511d3d64947e0da23bb,4295,10.500209240457142,2.81022,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Swimming,87,4295,4330,116,30.0,5f8f5511d3d64947e0da23bb,4305,87.0985821468071,23.3106,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Swimming,89,4430,4468,116,30.0,5f8f5511d3d64947e0da23bb,4460,-3.233493667985213,-0.865395,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Swimming,97,6275,6291,116,30.0,5f8f5511d3d64947e0da23bb,6287,-5.531308848878571,-1.48037,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Climbing,21,883,974,116,30.0,5f8f5511d3d64947e0da23bb,947,7.365226726981058,1.9711900000000002,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Climbing,37,1516,1588,116,30.0,5f8f5511d3d64947e0da23bb,1561,-0.4489478194155216,-0.120154,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Climbing,37,1516,1588,116,30.0,5f8f5511d3d64947e0da23bb,1583,1.6423769217739603,0.439557,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Climbing,57,2113,2158,116,30.0,5f8f5511d3d64947e0da23bb,2132,-0.10206114305072586,-0.027315100000000002,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Climbing,59,2179,2252,116,30.0,5f8f5511d3d64947e0da23bb,2181,-6.9081484212309325,-1.84886,femea,flx2.5mg,A8,5f8f5511d3d64947e0da23bd
Immobility,37,3430,3504,103,30.0,5f8f5510d3d64947e0da23b3,3430,-4.7592225798464955,-1.25587,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Immobility,47,3737,3756,103,30.0,5f8f5510d3d64947e0da23b3,3754,38.48623876388882,10.1558,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Immobility,89,4794,4882,103,30.0,5f8f5510d3d64947e0da23b3,4819,0.10863746835698876,0.028667400000000003,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
